,date_time,tweet_id,author_id,tweet_text,account,cleaned_text,hashtags
82,2020-05-26T09:37:42.000Z,1265215523639357442,14216661,#ICYMI - Senior Living: Travelling across the seas at 90 years https://t.co/DPTdRFWM97,nationalpost,ICYMI - Senior Living: Travelling across the seas at 90 years,['ICYMI']
83,2020-05-25T21:43:09.000Z,1265035701239844865,14216661,Here's all the financial relief the government is offering seniors and what might be on tap https://t.co/xiIuzrToYp,nationalpost,Here's all the financial relief the government is offering seniors and what might be on tap,[]
84,2020-05-25T13:17:55.000Z,1264908558728134657,14216661,Here's all the financial relief the government is offering seniors and what might be on tap https://t.co/IgTzk0wT4J,nationalpost,Here's all the financial relief the government is offering seniors and what might be on tap,[]
85,2020-05-25T09:19:57.000Z,1264848668768821253,14216661,"Senior Living: Having a will makes good sense, but many still need one https://t.co/XKW8Jo6O7d",nationalpost,"Senior Living: Having a will makes good sense, but many still need one",[]
86,2020-05-25T06:30:53.000Z,1264806124701827072,14216661,Senior Living: Travelling across the seas at 90 years https://t.co/CqXVk2YKne,nationalpost,Senior Living: Travelling across the seas at 90 years,[]
87,2020-05-22T17:21:33.000Z,1263882705546158080,14216661,Here's all the financial relief the government is offering seniors and what might be on tap https://t.co/DP8hq5BBGH,nationalpost,Here's all the financial relief the government is offering seniors and what might be on tap,[]
88,2020-05-22T13:45:32.000Z,1263828343910252544,14216661,Downsizing in decimated Alberta housing market the key to securing this senior's retirement https://t.co/W8JzrfVs9Z #familyfinance,nationalpost,Downsizing in decimated Alberta housing market the key to securing this senior's retirement familyfinance,['familyfinance']
89,2020-05-22T12:20:28.000Z,1263806937084448768,14216661,Twenty-eight Canadian soldiers test positive for COVID-19 after helping in seniors homes https://t.co/e9rKVpJRk2,nationalpost,Twenty-eight Canadian soldiers test positive for COVID-19 after helping in seniors homes,[]
90,2020-05-19T10:16:58.000Z,1262688693992796163,14216661,"#ICYMI - Senior Living: For many Canadians, being alone is just fine https://t.co/9JE21YGw3o",nationalpost,"ICYMI - Senior Living: For many Canadians, being alone is just fine",['ICYMI']
91,2020-05-18T06:54:33.000Z,1262275364648374272,14216661,Senior Living: Some good financial news on the horizon https://t.co/usuMMhjY2E,nationalpost,Senior Living: Some good financial news on the horizon,[]
92,2020-05-18T05:36:53.000Z,1262255817622982657,14216661,"Senior Living: For many Canadians, being alone is just fine https://t.co/f3WrHB2ObV",nationalpost,"Senior Living: For many Canadians, being alone is just fine",[]
93,2020-05-17T15:43:01.000Z,1262045967815249920,14216661,#ICYMI - Four out of five COVID-19 deaths have been linked to seniors homes. That says a lot about how Canada regards its elders https://t.co/DaPtqVt5jB,nationalpost,ICYMI - Four out of five COVID-19 deaths have been linked to seniors homes. That says a lot about how Canada regards its elders,['ICYMI']
94,2020-05-16T14:04:42.000Z,1261658839163850752,14216661,Four out of five COVID-19 deaths have been linked to seniors homes. That says a lot about how Canada regards its elders https://t.co/VToO8Hw5NN,nationalpost,Four out of five COVID-19 deaths have been linked to seniors homes. That says a lot about how Canada regards its elders,[]
95,2020-05-12T23:20:00.000Z,1260349031844323330,14216661,"$2.5B COVID-19 aid package for seniors gives too much to people who don't need it, experts say https://t.co/zU3fpMCQ7x",nationalpost,"$2.5B COVID-19 aid package for seniors gives too much to people who don't need it, experts say",[]
96,2020-05-12T18:10:09.000Z,1260271059548413952,14216661,"Senior Living: A day in the life of a Facebook addict
https://t.co/M7vvEOesgD",nationalpost,Senior Living: A day in the life of a Facebook addict,[]
97,2020-05-12T15:05:11.000Z,1260224511246503937,14216661,Feds to give seniors one-time payment of $300 to $500 to help with coronavirus costs https://t.co/GxRTky5pDM,nationalpost,Feds to give seniors one-time payment of $300 to $500 to help with coronavirus costs,[]
98,2020-05-11T16:49:53.000Z,1259888471180787712,14216661,Senior Living: A day in the life of a Facebook addict https://t.co/tFTTsAhIq7,nationalpost,Senior Living: A day in the life of a Facebook addict,[]
99,2020-05-11T16:29:30.000Z,1259883340242595842,14216661,"Senior Living: This financial crisis, too, shall pass https://t.co/eYCPzPWOQh",nationalpost,"Senior Living: This financial crisis, too, shall pass",[]
100,2020-05-11T03:42:11.000Z,1259690236830986242,14216661,Vancouver's long-term care homes pinpoint COVID-19 cases by testing seniors for broad range of symptos https://t.co/3yTy23PEkv,nationalpost,Vancouver's long-term care homes pinpoint COVID-19 cases by testing seniors for broad range of symptos,[]
101,2020-05-05T04:21:39.000Z,1257525843825512448,14216661,Consider a collateral charge https://t.co/1TU5K7UXSy,nationalpost,Consider a collateral charge,[]
102,2020-05-04T07:17:45.000Z,1257207771260497922,14216661,Senior Living: Sunshine is only part of a healthy approach https://t.co/3G5TGfi1ol,nationalpost,Senior Living: Sunshine is only part of a healthy approach,[]
103,2020-05-03T22:41:07.000Z,1257077758666125314,14216661,COVID-19 pandemic forces high school seniors to grapple with possibility of no graduation ceremonies https://t.co/XohKuNBFhG,nationalpost,COVID-19 pandemic forces high school seniors to grapple with possibility of no graduation ceremonies,[]
104,2020-04-27T21:45:25.000Z,1254889412305043458,14216661,Senior Living: A retirement wake-up call https://t.co/l3uJStsC1n,nationalpost,Senior Living: A retirement wake-up call,[]
105,2020-04-27T17:16:06.000Z,1254821636487905282,14216661,Senior Living: Good deeds benefit both the receiver and the doer https://t.co/6MogYovQph,nationalpost,Senior Living: Good deeds benefit both the receiver and the doer,[]
106,2020-04-21T18:17:16.000Z,1252662703165968389,14216661,"#ICYMI - Senior Living: Don’t panic, don’t sell on the stock market https://t.co/18SJ1f9DWZ",nationalpost,"ICYMI - Senior Living: Dont panic, dont sell on the stock market",['ICYMI']
107,2020-04-20T07:09:31.000Z,1252132271114551297,14216661,"Senior Living: Don’t panic, don’t sell on the stock market https://t.co/BJjJsuBioG",nationalpost,"Senior Living: Dont panic, dont sell on the stock market",[]
